name,raw_title,summary,link
Marc Maron,MARC MARON: MORE LATER (2015) – Full Transcript,"More Later captures Maron as he dishes out compelling, raw and wildly honest stand-up. In this brand new special, Maron tackles religion, relationships, rage, Skype sex and ice cream among other topics. ",https://scrapsfromtheloft.com/2017/09/17/marc-maron-more-later-2015-full-transcript/
Dylan Moran,DYLAN MORAN: OFF THE HOOK (2015) – Full Transcript,"Moran shows off his highly quotable brand of crackpot lyricism in routines about midlife travails, hipster scorn and feeling like a ‘jelly baby with money’ ",https://scrapsfromtheloft.com/2017/09/13/dylan-moran-off-the-hook-2015-full-transcript/
Richard Pryor,RICHARD PRYOR: LIVE AND SMOKIN’ (1971) – Full Transcript,Richard Pryor delivering his one-of-a-kind routine. One of his earliest live performances in 1971 at the Improvisation in New York.,https://scrapsfromtheloft.com/2017/09/10/richard-pryor-live-and-smokin-1971-full-transcript/
Richard Pryor,RICHARD PRYOR: …HERE AND NOW (1983) – Full Transcript,"Three years after a drug-related accident that nearly killed him, a clean and sober Richard Pryor weighs in on heroin, Ronald Reagan and more.",https://scrapsfromtheloft.com/2017/09/10/richard-pryor-here-and-now-1983/
Bill Burr,BILL BURR: WHY DO I DO THIS (2008) – Testo italiano completo,"Va bene, grazie, grazie mille. Va bene, Gesù. Va bene, va bene. Sedetevi, sedetevi. Avremo di che parlare... Va bene, grazie, grazie. Grazie mille. Grazie. Va bene, va bene, grazie, grazie... Gesù Cristo! Distribuisci un po' di biglietti omaggio e si presentano tutti. ""Questo tizio spacca! Biglietti omaggio! Mi piace!"" [...]",https://scrapsfromtheloft.com/2017/09/08/bill-burr-i-2008-testo-italiano-completo/
Amy Schumer,AMY SCHUMER: MOSTLY SEX STUFF (2012) – Full Transcript,"In her raunchy and matter-of-fact style, Amy Schumer leaves all inhibitions at the door. No topic is off limits, from encounters with unexpected body parts to hate-filled personal grooming appointments. Forget boundaries. When Amy discusses her sex life, there are none.",https://scrapsfromtheloft.com/2017/09/08/amy-schumer-mostly-sex-stuff-2012-full-transcript/
Jim Jefferies,Jim Jefferies: Alcoholocaust (2010) – Transcript,"*Alcoholocaust: (Meaning: The aftermath of a drinking party, usually resulting in every available horizontal surface being covered in empty booze containers, spilled beverages, and a general sticky alcoholic residue.)",https://scrapsfromtheloft.com/2017/09/07/jim-jefferies-alcoholocaust-2010-full-transcript/
Amy Schumer,AMY SCHUMER: LIVE AT THE APOLLO (2015) – Full Transcript,"Emmy®-winner Amy Schumer gets personal in her first HBO stand-up special, directed by Chris Rock and taped at New York's iconic Apollo Theater",https://scrapsfromtheloft.com/2017/09/05/amy-schumer-live-apollo-2015-full-transcript/
Kevin Hart,KEVIN HART: SERIOUSLY FUNNY (2010) – Full Transcript,"Full transcript of ""Seriously Funny"", Kevin Hart's second solo stand-up performance. Recorded live at the Allen Theater, Cleveland, Ohio",https://scrapsfromtheloft.com/2017/09/02/kevin-hart-seriously-funny-2010-full-transcript/
Hannibal Buress,HANNIBAL BURESS: COMEDY CAMISADO (2016) – Full Transcript,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine.",https://scrapsfromtheloft.com/2017/08/31/hannibal-buress-comedy-camisado-2016-full-transcript/
Neal Brennan,NEAL BRENNAN: WOMEN AND BLACK DUDES (2014) – Full Transcript,"Neal Brennan dives into the hot topics of race, sex and religion. Covering everything from the N-word (and why it's OK for him to use it) to the challenges of being single, he never plays it safe, even when he reveals what really went down the time he met Barack Obama.",https://scrapsfromtheloft.com/2017/08/31/neal-brennan-women-and-black-dudes-2014-full-transcript/
Nick Offerman,NICK OFFERMAN: AMERICAN HAM (2014) – Full Transcript,"A live taping of Nick Offerman's one-man show at New York's historic Town Hall theater, featuring a collection of anecdotes, songs and woodworking/oral-sex techniques. ",https://scrapsfromtheloft.com/2017/08/31/nick-offerman-american-ham-2014-full-transcript/
Aziz Ansari,AZIZ ANSARI: INTIMATE MOMENTS FOR A SENSUAL EVENING (2010) – Full Transcript,"Recorded on July 1, 2009 at The Brentwood Theatre in Los Angeles. - Ladies and gentlemen, please welcome Aziz Ansari! - Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Whoa, whoa. Oh, wow. Thank you. Thank you. Thank you so much. Thank [...]",https://scrapsfromtheloft.com/2017/08/30/aziz-ansari-intimate-moments-sensual-evening-2010-full-transcript/
Big Jay Oakerson,BIG JAY OAKERSON: LIVE AT WEBSTER HALL (2016) – Full Transcript,"""Big Jay Oakerson Live at Webster Hall"", is raw, compelling, and honest to the core as he takes viewers on a journey of brutal truths about his relationship with his daughter, sexual tension between he and his best friend Dave, and plenty more! ",https://scrapsfromtheloft.com/2017/08/26/big-jay-oakerson-live-webster-hall-2016-full-transcript/
Lenny Bruce,LENNY BRUCE: THE BERKELEY CONCERT (1965) – Full Transcript,"Recorded December 12, 1965 (released 1971, produced by John Judnich and Frank Zappa) Thank you, thank you, thank you. Hahahaha, you like this? Be weird I have no pants on… The ecumenical council has given the Pope permission to become a nun…just on Friday's. I can't work with this thing..it's [...]",https://scrapsfromtheloft.com/2017/08/25/lenny-bruce-berkeley-concert-1965-full-transcript/
Doug Stanhope,DOUG STANHOPE: NO REFUNDS (2007) – Trascrizione italiana,"È finita. Ultima chiamata. Questa generazione fa schifo, è la generazione più fottutamente noiosa nella storia della gente. È tutto moscio e annacquato... quand'è stata l'ultima volta che avete sentito parlare di gruppi rock che lanciano televisori dalle finestre di un albergo? Dov'è finita quella roba che era... divertente! Dov'è finito il divertimento?",https://scrapsfromtheloft.com/2017/08/23/doug-stanhope-no-refunds-2007-trascrizione-italiana/
George Carlin,GEORGE CARLIN AT USC (1977) – Full Transcript,"George Carlin's first ever comedy special, filmed live at the University of Southern California. Here, he talks about monopoly, flying on planes, random thoughts, walking, and other things",https://scrapsfromtheloft.com/2017/08/21/george-carlin-at-usc-1977-full-transcript/
Jim Norton,JIM NORTON: MOUTHFUL OF SHAME (2017) Full Transcript,"In this unrestricted jaunt, comic Jim Norton offers a personal perspective on romance, desire, and sexual proclivities. ",https://scrapsfromtheloft.com/2017/08/19/jim-norton-mouthful-shame-2017-full-transcript/
Michael Che,MICHAEL CHE MATTERS (2016) – Full Transcript,"""Saturday Night Live"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn",https://scrapsfromtheloft.com/2017/08/19/michael-che-matters-full-transcript/
Joe Rogan,JOE ROGAN: TRIGGERED (2016) – Full Transcript,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins",https://scrapsfromtheloft.com/2017/08/19/joe-rogan-triggered-2016-full-transcript/
Trevor Noah,TREVOR NOAH: LOST IN TRANSLATION (2015) – Full Transcript,"Noah addresses major domestic and international events of the past year, sharing his outlook on the world today, including terrorism, racial tensions in America and what it was like being African and traveling into the United States during the Ebola crisis.",https://scrapsfromtheloft.com/2017/08/12/trevor-noah-lost-translation-2015-full-transcript/
Maria Bamford,MARIA BAMFORD: OLD BABY (2017) – Full transcript,"Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.",https://scrapsfromtheloft.com/2017/08/12/maria-bamford-old-baby-2017-full-transcript/
Bo Burnham,BO BURNHAM: WHAT (2013) – Full Transcript,Bo What? Old MacDonald had a farm E I E I O And on that farm he had a pig E I E I O Here a snort There a Old MacDonald had a farm E I E I O [Applause] This is Bo Burnham. He's 22 years old. He's [...],https://scrapsfromtheloft.com/2017/08/07/bo-burnham-2013-full-transcript/
Bo Burnham,BO BURNHAM: MAKE HAPPY (2016) – Full Transcript,"'Make Happy' is a stand-up comedy routine by Bo Burnham which he performed live in 2015 and 2016; a recording of the show was released on Netflix on June 3, 2016. The show is a specifically choreographed performance which amalgamates comedy with music, and uses pre-recorded music, stage lighting effects and sound effects.",https://scrapsfromtheloft.com/2017/08/06/bo-burnham-make-happy-2016-full-transcript/
Anthony Jeselnik,ANTHONY JESELNIK: CALIGULA (2013) – Full Transcript,"Anthony Jeselnik brings his signature dark and twisted point of view to this special. He holds nothing back, routinely saying things most wouldn't ever dare. Anthony is not for the easily offended or humorless",https://scrapsfromtheloft.com/2017/08/03/anthony-jeselnik-caligula-2013-full-transcript/
Anthony Jeselnik,Anthony Jeselnik: Thoughts And Prayers (2015) – Full Transcript,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style,https://scrapsfromtheloft.com/2017/08/03/anthony-jeselnik-thoughts-prayers-2015-full-transcript/
John Mulaney,JOHN MULANEY: THE COMEBACK KID (2015) – Full Transcript,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton",https://scrapsfromtheloft.com/2017/08/02/john-mulaney-comeback-kid-2015-full-transcript/
Bill Hicks,BILL HICKS: REVELATIONS (1993) – Full Transcript,This was Bill Hicks last recorded stand up routine performed at the London Dominion Theatre several months before his death in 1994,https://scrapsfromtheloft.com/2017/08/01/bill-hicks-revelations-1993-full-transcript/
Lewis Black,LEWIS BLACK: BLACK TO THE FUTURE (2016) – Full Transcript,"Lewis Black meanders through anecdotes about a trip to Copenhagen (where it’s possible to be simultaneously Socialist and happy), a lactating German woman and mental-illness policies, and - just in time for the elections - he takes on Donald Trump and Hillary Clinton",https://scrapsfromtheloft.com/2017/08/01/lewis-black-black-future-2016-full-transcript/
Doug Stanhope,DOUG STANHOPE: BEFORE TURNING THE GUN ON HIMSELF (2012) – Transcript,"Before Turning the Gun on Himself is the eighth stand-up comedy album by Doug Stanhope, released on November 6, 2012, by Roadrunner Records. It was recorded live at The Complex in Salt Lake City, Utah. To Salt Lake, and now please welcome Doug Stanhope. (audience cheers and applauds) Thank you! [...]",https://scrapsfromtheloft.com/2017/08/01/doug-stanhope-turning-gun-2012-transcript/
Doug Stanhope,DOUG STANHOPE: DEADBEAT HERO (2004) – Transcript,"In ""Deadbeat Hero,"" Stanhope tackles all of the most relevant and controversial issues of our times: Abortion, ""liberty,"" war, whether blindly supporting the troops is a good thing, the drug war, the Alabama-Mississippi ban on dildos and other sex toys, gay marriage and priest molestations. More bizarre topics include two-head babies, his suicidal cat-lady mother, and more.",https://scrapsfromtheloft.com/2017/08/01/doug-stanhope-deadbeat-hero-2004-transcript/
Jim Jefferies,JIM JEFFERIES: CONTRABAND (2008) – Full Transcript,"Ladies and Gentlemen, welcome to the Art theatre. Can you please go mental for, Jim Jefferies! How you all going? Welcome to the recording of my first ever DVD people, so thank you for coming. Who’s seen me before, give me a yell? All right, who’s never seen me? OK, [...]",https://scrapsfromtheloft.com/2017/07/27/jim-jefferies-contraband-2008-full-transcript/
Mike Birbiglia,MIKE BIRBIGLIA: THANK GOD FOR JOKES (2017) – Full Transcript,"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny.",https://scrapsfromtheloft.com/2017/07/26/mike-birbiglia-thank-god-jokes-2017-full-transcript/
Sarah Silverman,SARAH SILVERMAN: A SPECK OF DUST (2017) – Full Transcript,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments",https://scrapsfromtheloft.com/2017/07/26/sarah-silverman-a-speck-of-dust-2017/
George Carlin,GEORGE CARLIN: PLAYING WITH YOUR HEAD (1986) – Full Transcript,"Recorded May 2–3, 1986, at the Beverly Theater in Los Angeles It started out like any other night. I was feeling good. I'd just put in a long days work and I was really sure about this. It felt tight, no loopholes but I wasn't about to get cocky. I'd [...]",https://scrapsfromtheloft.com/2017/07/13/george-carlin-playing-head-1986-full-transcript/
George Carlin,GEORGE CARLIN: AGAIN!* (1978) – Full Transcript,"Performing at the Celebrity Star Theater in Phoenix on July 23, 1978, Carlin mesmerizes his audience in the second of his 12 HBO specials. The routines include: Death, Kids & Parents, Newscast #2, Time and Al Sleet, the Hippy-Dippy Weatherman",https://scrapsfromtheloft.com/2017/07/11/george-carlin-1978-full-transcript/
Louis C.K.,LOUIS C.K.: CHEWED UP (2008) – Full Transcript,"Transcript of 'Chewed Up', Louis C.K.'s second one-hour special filmed at the Berklee Performance Center in Boston, March 1, 2008",https://scrapsfromtheloft.com/2017/07/07/louis-c-k-chewed-2008-full-transcript/
Mitch Hedberg,MITCH HEDBERG: COMEDY CENTRAL SPECIAL (1999) – Full Transcript,"Mitch Hedberg's half-hour special on Comedy Central This is the uncut 37 minute version. Tonight from the Palace in Hollywood, California. Comedy Central Presents Mitch Hedberg! Thank you. Hey. Welcome to my half-hour special. Does anybody know who I am? Why did a bunch of people who don't know who [...]",https://scrapsfromtheloft.com/2017/07/06/mitch-hedberg-comedy-central-special1999-full-transcript/
Tom Segura,TOM SEGURA: COMPLETELY NORMAL (2014) – Full Transcript,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special,https://scrapsfromtheloft.com/2017/06/30/tom-segura-completely-normal-2014-full-transcript/
George Carlin,GEORGE CARLIN: CARLIN ON CAMPUS (1984) – Full Transcript,"Full transcript of 'Carlin on Campus', 10th album and fourth HBO special by American comedian George Carlin recorded April 18–19, 1984",https://scrapsfromtheloft.com/2017/06/29/george-carlin-carlin-campus-1984-full-transcript/
Louis C.K.,LOUIS C.K.: LIVE AT THE BEACON THEATRE (2011) – Full Transcript,"Louis jokes about fatherhood, success, and flying first class at the Beacon Theatre in New York",https://scrapsfromtheloft.com/2017/06/28/louis-c-k-live-at-the-beacon-theatre-2011-full-transcript/
George Carlin,GEORGE CARLIN: DOIN’ IT AGAIN (1990) – Transcript,"George Carlin brings his comedy back to New Jersey and this time talks about Offensive Language, Euphemisms, They're Only Words, Dogs, Things you never hear, see or wanna hear, Some people are stupid, Cancer, Feminists, Good Ideas, Rape, Life's moments, and organ donors. ",https://scrapsfromtheloft.com/2017/06/27/george-carlin-doin-1990-transcript/
Ricky Gervais,RICKY GERVAIS: OUT OF ENGLAND 2 (2010) – Full Transcript,Full transcript of HBO stand-up special 'Ricky Gervais: Out of England 2'. Recorded before a live audience at the Chicago Theatre in Chicago,https://scrapsfromtheloft.com/2017/06/23/ricky-gervais-england-2-2010-full-transcript/
Amy Schumer,AMY SCHUMER: THE LEATHER SPECIAL (2017) – Full Transcript,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater",https://scrapsfromtheloft.com/2017/06/20/amy-schumer-leather-special-2017-full-transcript/
Jim Gaffigan,JIM GAFFIGAN: CINCO (2017) – Full Transcript,"Full transcript of Jim Gaffigan's fifth Netflix original stand up special Cinco. Recorded at the Palace Theater in Columbus, Ohio",https://scrapsfromtheloft.com/2017/06/12/jim-gaffigan-cinco-2017-full-transcript/
Jim Jefferies,JIM JEFFERIES: I SWEAR TO GOD (2009) – Full Transcript,"In this HBO special, 'I Swear to God', Jim Jefferies discusses religion and racism, his own family and childhood, the idiocy of no-smoking signs, sluts vs. studs, drugs and alcohol, and tells a very embarrassing story about what happened to him after purchasing some adult entertainment material",https://scrapsfromtheloft.com/2017/06/06/jim-jefferies-i-swear-god-2009-full-transcript/
Louis C.K.,LOUIS C.K.: HILARIOUS (2010) – Full Transcript,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to",https://scrapsfromtheloft.com/2017/06/01/louis-c-k-hilarious-2010-full-transcript/
Louis C.K.,LOUIS C.K.: SHAMELESS (2007) – Full Transcript,"Please welcome Louis C.K.! Thank you. Thank you. Thank you. Thank you, thanks, that's very nice. Hello, everybody. How are ya? Woo! Good, thanks for- thank you, oh, good. Thanks, thanks for coming, thanks for being here. Thanks for not dying before you got here. Which could've happened. - Thanks [...]",https://scrapsfromtheloft.com/2017/05/30/louis-c-k-shameless-2007-full-transcript/
Bill Burr,BILL BURR: I’M SORRY YOU FEEL THAT WAY (2014) – Full Transcript,"[cheers and applause] All right, thank you! Thank you very much! Thank you. Thank you. Thank you. How are you? What's going on? Thank you. It's a pleasure to be here in the greater Atlanta, Georgia, area, this oasis. It's nice to be here. I don't know why I came [...]",https://scrapsfromtheloft.com/2017/05/24/bill-burr-im-sorry-feel-way-2014-full-transcript/
Bill Burr,BILL BURR: YOU PEOPLE ARE ALL THE SAME (2012) – Full Transcript,"[Crowd chatter] Ladies and gentlemen: Bill Burr! [Cheers and applause] All right. Thank you! Thank you. Thank you, sir. How are ya? How's it going? All right. [Cheers and applause] All right, all right, all right, all right. All right, everybody settle down. I wanna get a gun. I do. [...]",https://scrapsfromtheloft.com/2017/05/24/bill-burr-people-2012-full-transcript/
Dave Chappelle,DAVE CHAPPELLE: FOR WHAT IT’S WORTH (2004) – Full Transcript,"Chappelle lets loose on such topics as black celebrities, what it's like to have raunchy fans of his TV show approach him while he's trying to enjoy Disneyland with his kids, Michael Jackson, Kobe Bryant and crackheads, of course",https://scrapsfromtheloft.com/2017/05/19/dave-chappelle-worth-2004-full-transcript/
Dave Chappelle,DAVE CHAPPELLE: KILLIN THEM SOFTLY (2000) – Full Transcript,Wooo! Ya'll gone make me lose my mind. Up in here! Up in here! Y'all gone make me throw her out. Up in here! Up in here! Y'all gone make me act a fool. Up in here! Up in here! Y'all gone make me lose my cool. Up in here! [...],https://scrapsfromtheloft.com/2017/05/19/dave-chappelle-killin-softly-2000-full-transcript/
Eddie Griffin,EDDIE GRIFFIN: YOU CAN TELL ‘EM I SAID IT! (2011) – Transcript,"Ladies and gentlemen, The one and only, The emperor of comedy... Sir Eddie Griffin I want to fuck Michelle Obama. I need her on my team. I'm waiting on Obama to fuck up. That nigga slip up, I'ma slide right in. What's happening, Michelle? You like comedy? That's some fine [...]",https://scrapsfromtheloft.com/2017/05/12/eddie-griffin-can-tell-em-i-said-transcript/
Bill Burr,BILL BURR: WALK YOUR WAY OUT (2017) – Full Transcript,"Netflix special filmed on October 21, 2016 at The Ryman Auditorium in Nashville",https://scrapsfromtheloft.com/2017/05/10/bill-burr-walk-way-2017-full-transcript/
Louis C.K.,LOUIS C.K.: OH MY GOD (2013) – Full Transcript,"'Oh My God' is the fifth comedy special performed by Louis C.K.. It premiered on HBO on April 13, 2013. Filmed in Phoenix, Arizona at the Celebrity Theatre",https://scrapsfromtheloft.com/2017/05/06/louis-ck-oh-my-god-full-transcript/
Louis C.K.,LOUIS C.K.: LIVE AT  THE COMEDY STORE (2015) – Transcript,"The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets.",https://scrapsfromtheloft.com/2017/05/04/louis-c-k-live-at-the-comedy-store-2015-transcript/
Bill Hicks,BILL HICKS: RELENTLESS (1992) – Transcript,"Recorded in 1991 at the Centaur Theatre during the annual Just for Laughs Comedy Festival in Montreal, Canada",https://scrapsfromtheloft.com/2017/05/03/bill-hicks-relentless-1992-transcript/
Daniel Tosh,DANIEL TOSH: HAPPY THOUGHTS (2011) – Transcript,"Daniel Tosh performs in front of a live San Francisco audience in this stand-up special for Comedy Central, and touches on topics ranging from sports and pop culture, to religion and politics",https://scrapsfromtheloft.com/2017/04/30/daniel-tosh-happy-thoughts-2011-transcript/
Patrice O'Neal,PATRICE O’NEAL: ELEPHANT IN THE ROOM (2011) – Transcript,"Full transcript of 'Elephant in the Room', stand up special by comedian Patrice O'Neal, released by Comedy Central. It premiered on February 19, 2011",https://scrapsfromtheloft.com/2017/04/28/patrice-oneal-elephant-in-the-room-2011-full-transcript/
Katt Williams,KATT WILLIAMS: LIVE (2006) – Full Transcript,"(POLICE SIREN BLARING) (POLICE RADIO CHATTERING) (CROWD CLAMORING) CHRIS: Thank you. 100.9 the Wiz. Blazing hip hop and R and B. Jamming in the building right now. Man, it's just an honor to have this guy just stop by just to say hi and say what's up to Cincinnati. My [...]",https://scrapsfromtheloft.com/2017/04/27/katt-williams-live-2006-full-transcript/
Richard Pryor,RICHARD PRYOR: LIVE IN CONCERT (1979) – Full Transcript,"Filmed in Long Beach, California on December 10, 1978 [Distant traffic sounds] [Distant car motor] [Squeaking brakes] [Car door open] [Car door slam] [Car door open] [Car door slam] [Crowd murmur & distant cheers] [Door slam] [Cheering and applause] Richard Pryor: Thank you. Thank you. Thank you. Hey, thank you. [...]",https://scrapsfromtheloft.com/2017/04/27/richard-pryor-live-concert-1979-full-transcript/
Richard Pryor,RICHARD PRYOR: LIVE ON THE SUNSET STRIP (1982) – Full Transcript,"Comedy legend Richard Pryor touches on all subjects, ranging from women to his trip to Africa, and even his scandalous past: the brothel run by his grandmother, his cocaine addiction, and the infamous incident in which he lit himself on fire. ",https://scrapsfromtheloft.com/2017/04/26/richard-pryor-live-sunset-strip-1982-full-transcript/
Trevor Noah,TREVOR NOAH: AFRAID OF THE DARK (2017) – Full Transcript,"The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland",https://scrapsfromtheloft.com/2017/04/22/trevor-noah-afraid-dark-2017-full-transcript/
Jim Jefferies,JIM JEFFERIES: BARE (2014) – Full Transcript,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control.",https://scrapsfromtheloft.com/2017/04/21/jim-jefferies-bare-2014-full-transcript/
Dave Chappelle,DAVE CHAPPELLE: DEEP IN THE HEART OF TEXAS (2017) – Full Transcript,"Chappelle gets real about racially charged run-ins, celebrity scandals and fatherly dilemmas in a searing stand-up set at Austin's Moody Theatre",https://scrapsfromtheloft.com/2017/04/20/dave-chappelle-deep-heart-texas-2017-full-transcript/
Tom Segura,TOM SEGURA: MOSTLY STORIES (2016) – Full Transcript,"Comedian Tom Segura savors wondrous strip-club names, basks in foul-mouthed heckling and shares life's dirty truths in an irreverent stand-up special",https://scrapsfromtheloft.com/2017/04/19/tom-segura-mostly-stories-2016-full-transcript/
Bill Burr,BILL BURR: LET IT GO (2010) – Full transcript,"Burr's special 'Let it Go', recorded at The Fillmore in San Francisco and premiered on Comedy Central on September 18, 2010",https://scrapsfromtheloft.com/2017/04/19/bill-burr-let-it-go-2010-full-transcript/
George Carlin,GEORGE CARLIN: JAMMING IN NEW YORK (1992) – Testo italiano completo,"Ciao, grazie. Grazie. Grazie. Grazie molte. Grazie. Grazie a tutti. Grazie a tutti. Grazie e un saluto a New York. Ciao New York e grazie. Si'. Ok. E' passato un po' di tempo dall'ultima volta che sono stato qui... ...e nel frattempo sono successe un paio di cose. Volevo parlare [...]",https://scrapsfromtheloft.com/2017/04/12/george-carlin-jamming-new-york-testo-italiano-completo/
George Carlin,GEORGE CARLIN: YOU ARE ALL DISEASED (1999) – Testo italiano completo,"Siete gentili, grazie! Grazie mille, lo apprezzo. Grazie mille, grazie a tutti, grazie! Lo apprezzo... Grazie, grazie... Allora, lasciate che vi chieda una cosa... ...lasciate che vi chieda, come state tutti stasera, eh? Ottimo, be', andate affanculo! Cerco solo di farvi sentire a casa vostra. Ora, sentite, sono stato qua [...]",https://scrapsfromtheloft.com/2017/04/12/george-carlin-diseased-1999-testo-italiano-completo/
George Carlin,GEORGE CARLIN: IT’S BAD FOR YA! (2008) – Testo italiano completo,"Grazie, grazie, grazie! Mi piacerebbe iniziare... Mi piacerebbe... grazie, grazie! Mi piacerebbe iniziare dicendo: affanculo Lance Armstrong! Affanculo lui e le sue palle e le sue biciclette e i suoi steroidi e le sue maglie gialle... ...e la stupida espressione vuota sul suo volto, sono stanco di quello stronzo. E [...]",https://scrapsfromtheloft.com/2017/04/12/george-carlin-bad-2008-testo-italiano-completo/
Jim Jefferies,JIM JEFFERIES: FREEDUMB (2016) – Full Transcript,"Jim Jefferies talks about family life and challenges the idea of American freedom live on stage in Nashville, Tennessee",https://scrapsfromtheloft.com/2017/04/11/jim-jefferies-freedumb-2016-full-transcript/
Eddie Murphy,EDDIE MURPHY: DELIRIOUS (1983) – Full Transcript,"Transcript of Eddie Murphy's 'Delirious', stand-up comedy HBO special released August 30, 1983.",https://scrapsfromtheloft.com/2017/04/11/eddie-murphy-delirious-full-transcript/
Dave Chappelle,DAVE CHAPPELLE: THE AGE OF SPIN (2017) – Full Transcript,"This is Dave. He tells dirty jokes for a living. That stare is where most of his hard work happens. It signifies a profound train of thought, the alchemist's fire that transforms fear and tragedy into levity and livelihood. Dave calls that look ""the trance."" ♪ Play me ♪ ♪ [...]",https://scrapsfromtheloft.com/2017/04/11/dave-chappelle-age-spin-2017-full-transcript/
George Carlin,GEORGE CARLIN: BACK IN TOWN (1996) – Full transcript,"Back in Town is George Carlin's 15th album and ninth HBO special. It was also released on CD on September 17, 1996. This was also his first of many performances at the Beacon Theater in New York City ""Abortion"" Why, why, why, why is it that most of the people [...]",https://scrapsfromtheloft.com/2017/04/10/george-carlin-back-town-1996-full-transcript/
Louis C.K.,LOUIS C.K.: 2017 – Full transcript,"Louis C.K. muses on abortion, religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C.",https://scrapsfromtheloft.com/2017/04/08/louis-c-k-2017-full-transcript/
George Carlin,GEORGE CARLIN: JAMMING IN NEW YORK (1992) – Full Transcript,"Jammin' in New York is George Carlin's 14th album and eighth HBO special, recorded on April 24 and 25, 1992, at the Paramount Theater, on the grounds of Madison Square Garden in New York City. ""Rockets and Penises in the Persian Gulf"" Thank you and hello New York! Okay, it’s [...]",https://scrapsfromtheloft.com/2017/04/06/george-carlin-jamming-new-york-1992-full-transcript/
George Carlin,GEORGE CARLIN: YOU ARE ALL DISEASED (1999) – Full Transcript,"You Are All Diseased is the 16th album and 11th HBO live broadcast stand-up special by comedian George Carlin, recorded on February 6, 1999 at the Beacon Theater in New York City",https://scrapsfromtheloft.com/2017/04/06/george-carlin-you-are-all-diseased-transcript/
Jim Jefferies,JIM JEFFERIES ON GUN CONTROL [FULL TRANSCRIPT],Comedian Jim Jefferies breaks down the absurdity of America's obsession with guns in his Netflix special 'Bare',https://scrapsfromtheloft.com/2017/04/01/jim-jefferies-gun-control-full-transcript/
George Carlin,GEORGE CARLIN: COMPLAINTS AND GRIEVANCES (2001) Full Transcript,"Full transcript of Complaints and Grievances, HBO comedy special by stand-up comedian George Carlin. It was recorded on November 17, 2001.",https://scrapsfromtheloft.com/2017/03/29/george-carlin-complaints-grievances/
George Carlin,GEORGE CARLIN: LIFE IS WORTH LOSING (2006) – Full transcript,"George Carlin returns to the stage in Life is Worth Losing, his 13th live comedy stand-up special, performed at the Beacon Theatre in New York City for HBO",https://scrapsfromtheloft.com/2016/12/28/george-carlin-life-is-worth-losing-transcript/
George Carlin,George Carlin: It’s Bad For Ya (2008) Full transcript,"Full transcript of It's Bad for Ya, final HBO comedy special by stand-up comedian George Carlin. It was televised live on March 1, 2008 on HBO.",https://scrapsfromtheloft.com/2016/11/10/george-carlin-its-bad-for-ya/
